公司名称,公司行业,公司链接,职位,地区,薪资,标签,职位类型
深圳市金德贸易有限公司,贸易/进出口,https://www.liepin.com/company/13562939/,后端开发,广州-天河区,8-15k,['本科'],应届
丸美生物,日化,https://www.liepin.com/company/1566054/,数据分析校招生（市场分析）(J10192),广州-天河区,10-12k,['硕士'],应届
威莱集团,日化,https://www.liepin.com/company/4033344/,人工智能管培生 Artificial Intelligence Management Trainee,广州-天河区,9-11k·13薪,['本科'],应届
虹软科技股份有限公司,计算机软件,https://www.liepin.com/company/9242209/,25春招-算法优化工程师,杭州-滨江区,15-30k·13薪,['硕士'],应届
北京云智互动信息技术有限公司,计算机软件,https://www.liepin.com/company/8137776/,开发管培生-年前投递简历，年后免一轮面试,北京-朝阳区,8-14k,['本科'],应届
云智慧北京,IT服务,https://www.liepin.com/company/7855878/,开发管培生（年前投简历，年后免一轮面试）,郑州-高新区,6-9k,['本科'],应届
云智慧北京,IT服务,https://www.liepin.com/company/7855878/,开发管培生（年前投简历，年后免一轮面试）,北京-朝阳区,8-12k,['本科'],应届
零刻软件,IT服务,https://www.liepin.com/company/9384893/,软件开发工程师（实习并转正-Java Pyhon 都可以）,上海-嘉定区,8-13k·14薪,['本科'],应届
上海泛超数字科技有限公司,IT服务,https://www.liepin.com/company/13823233/,初级运维工程师,上海-浦东新区,2-5k,['大专'],应届
上海叠腾网络科技有限公司,计算机软件,https://www.liepin.com/company/9751275/,仿真建模工程师,上海-徐汇区,10-15k,['硕士'],应届
宸展光电(厦门)股份有限公司,电气机械/器材,https://www.liepin.com/company/8935371/,储备干部（软件开发方向）,厦门-集美区,4-5k,['本科'],应届
上海茵泽网络科技有限公司,科技推广服务,https://www.liepin.com/company/21118155/,数据开发工程师,上海-徐汇区,20-30k,['本科'],应届
华为,通信设备,https://www.liepin.com/company/954482/,【博士研究员】视觉方向 base多城市可沟通,上海-青浦区,45-50k,['博士'],应届
上海仲阳天王星数据科技有限公司,科技金融,https://www.liepin.com/company/13078985/,【上海】量化研究员 (MJ000200),上海-浦东新区,20-40k·14薪,['硕士'],应届
BYD,电子/半导体/集成电路,https://www.liepin.com/company/434237/,高级嵌入式软件工程师（25应届生）,深圳-龙岗区,10-15k,['硕士'],应届
徕映科技(上海)有限公司,电子/半导体/集成电路,https://www.liepin.com/company/13717283/,IC测试工程师(25届）,上海-浦东新区,7-11k·15薪,['本科'],应届
伊利实业,食品/饮料/酒水,https://www.liepin.com/company/883905/,伊利2025年校招-薪酬储备学生（总部）,呼和浩特-土左旗,5-6k,['本科'],应届
中电数创,云计算/大数据,https://www.liepin.com/company/13415545/,人工智能算法工程师,北京-西城区,16-25k,['硕士'],应届
广州麦了薇美容美发设备有限公司,贸易/进出口,https://www.liepin.com/company/21072295/,财务分析助理,广州-番禺区,8-13k,['本科'],应届
术理创新,医疗器械,https://www.liepin.com/company/9203992/,软件工程师（医疗器械方向）【校招】,上海-奉贤区,10-15k·13薪,['本科'],应届
特斯拉中国,新能源汽车,https://www.liepin.com/company/8626076/,2025校招-再制造测试技师 (MJ011509),上海-浦东新区,9-12k,['本科'],应届
德昌电机,机械/设备,https://www.liepin.com/company/8861621/,自动化大数据AI工程师-trainee,江门-江海区,12-20k,['硕士'],应届
德昌电机,机械/设备,https://www.liepin.com/company/8861621/,电气自动化工程师-trainee,江门-江海区,12-20k,['硕士'],应届
博世汽车部件(苏州)有限公司,汽车零部件及配件,https://www.liepin.com/company/8431311/,设备维修工程师,常州,8-12k·15薪,['本科'],应届
重庆市信息通信咨询设计院有限公司,通信设备,https://www.liepin.com/company/8272992/,数据治理工程师,重庆,6-10k,['本科'],应届
特斯拉中国,新能源汽车,https://www.liepin.com/company/8626076/,2025校招-再制造诊断工程优选生  (MJ011317),上海-浦东新区,9-12k,['本科'],应届
嘉兴新模文化传媒有限公司,培训服务,https://www.liepin.com/company/13844437/,人力资源专员助理,韶关-浈江区,5-6k,[],无
特斯拉中国,新能源汽车,https://www.liepin.com/company/8626076/,2025校招-逆变器电子质量工程师 (MJ011382),上海-浦东新区,薪资面议,['本科'],应届
江苏先声医学诊断有限公司,专业技术服务,https://www.liepin.com/company/9348350/,生信管培生 (MJ001654),南京-玄武区,薪资面议,['硕士'],应届
上海鸣熙资产管理有限公司,基金/证券/期货,https://www.liepin.com/company/9720552/,量化开发工程师,上海,15-30k,['本科'],应届
江苏集萃苏科思科技有限公司,电子/半导体/集成电路,https://www.liepin.com/company/9897371/,软件工程师（25届校招）(J10151),苏州-相城区,12-18k·13薪,['硕士'],应届
华为,通信设备,https://www.liepin.com/company/954482/,软件开发,上海-青浦区,20-40k·14薪,['本科'],应届
华为,通信设备,https://www.liepin.com/company/954482/,软件开发工程师,武汉-江夏区,14-20k,['本科'],应届
华为,通信设备,https://www.liepin.com/company/954482/,软件研发工程师,上海-青浦区,15-30k·16薪,['本科'],应届
恒瑞医药,制药,https://www.liepin.com/company/10100267/,高级统计程序员-2025校招 (MJ006988),广州-海珠区,10-11k,['硕士'],应届
恒瑞医药,制药,https://www.liepin.com/company/10100267/,高级统计程序员-2025校招 (MJ006988),北京-大兴区,10-11k,['硕士'],应届
恒瑞医药,制药,https://www.liepin.com/company/10100267/,高级统计程序员-2025校招 (MJ006988),成都-高新区,10-11k,['硕士'],应届
恒瑞医药,制药,https://www.liepin.com/company/10100267/,高级统计程序员-2025校招 (MJ006988),武汉-江汉区,10-11k,['硕士'],应届
恒瑞医药,制药,https://www.liepin.com/company/10100267/,高级统计程序员-2025校招 (MJ006988),苏州-工业园区,10-11k,['硕士'],应届
伊利实业,食品/饮料/酒水,https://www.liepin.com/company/883905/,伊利2025年校招-数字科技中心人工智能培训生（总部）,北京-丰台区,12-13k,['硕士'],应届
奇瑞汽车,整车制造,https://www.liepin.com/company/2171297/,AI+Science模型开发工程师,芜湖,15-30k·14薪,['博士'],应届
奇瑞汽车,整车制造,https://www.liepin.com/company/2171297/,CAE自动化开发工程师,芜湖,9-14k·13薪,['硕士'],应届
斯坦德机器人,工业自动化,https://www.liepin.com/company/8833011/,运动控制算法工程师,深圳-宝安区,12-30k,['硕士'],应届
深圳市江波龙电子股份有限公司,电子/半导体/集成电路,https://www.liepin.com/company/1723919/,【2025校招岗位】测试开发工程师,上海-浦东新区,18-20k·14薪,['硕士'],应届
信也科技,科技金融,https://www.liepin.com/company/5577249/,2025届校招-运维工程师,上海-浦东新区,15-25k·15薪,['本科'],应届
百联,日化,https://www.liepin.com/company/8504136/,数仓开发工程师（校园招聘）,上海,12-18k·13薪,['本科'],应届
西安华为,云计算/大数据,https://www.liepin.com/company/9808727/,数据分析工程师-华为,西安-高新区,15-25k,['本科'],应届
经纬恒润,电子/半导体/集成电路,https://www.liepin.com/company/973634/,测试开发工程师（北京/天津）,北京-朝阳区,10-20k·15薪,['硕士'],应届
新思科技,通信设备,https://www.liepin.com/company/12640727/,2025武汉校招-数字设计工程师,武汉,19-40k,['本科'],应届
新思科技,通信设备,https://www.liepin.com/company/12640727/,2025上海校招-数字设计工程师,上海-杨浦区,19-40k,['本科'],应届
新奥科技发展有限公司,新能源,https://www.liepin.com/company/8390135/,2025届硕博：物理、电磁仿真、材料模拟、真空、电源、微波加热、光学,北京-海淀区,13-35k,['硕士'],应届
新奥科技发展有限公司,新能源,https://www.liepin.com/company/8390135/,2025届硕博：物理、电磁仿真、材料模拟、真空、电源、微波加热、光学,廊坊-广阳区,13-35k,['硕士'],应届
上海钫铖微电子有限公司,电子/半导体/集成电路,https://www.liepin.com/company/9929161/,嵌入式软件工程师（2025年应届生）,上海-浦东新区,15-20k·16薪,['本科'],应届
讯兔科技(北京)有限公司,计算机软件,https://www.liepin.com/company/12995405/,算法研究员,上海-浦东新区,22-35k·13薪,['博士'],应届
嘉兴新模文化传媒有限公司,培训服务,https://www.liepin.com/company/13844437/,人事行政经理,宁波-鄞州区,5-6k,[],无
墨芯人工智能科技(深圳)有限公司,电子/半导体/集成电路,https://www.liepin.com/company/12441841/,算子开发工程师（北京） (MJ000220),北京-朝阳区,薪资面议,['硕士'],应届
墨芯人工智能科技(深圳)有限公司,电子/半导体/集成电路,https://www.liepin.com/company/12441841/,大模型AI编译器工程师（北京）   (MJ000224),北京-朝阳区,薪资面议,['硕士'],应届
墨芯人工智能科技(深圳)有限公司,电子/半导体/集成电路,https://www.liepin.com/company/12441841/,AI软件开发工程师（北京） (MJ000230),北京-朝阳区,薪资面议,['硕士'],应届
天锐星通,电子/半导体/集成电路,https://www.liepin.com/company/9625332/,大数据算法工程师（2025届校招）,成都-高新区,15-20k·13薪,['硕士'],应届
Momenta,人工智能,https://www.liepin.com/company/9123859/,SDK开发实习生,北京-海淀区,7-8k,['硕士'],应届
墨芯人工智能科技(深圳)有限公司,电子/半导体/集成电路,https://www.liepin.com/company/12441841/,大模型加速算法工程师（北京） (MJ000228),北京-朝阳区,薪资面议,['硕士'],应届
广州翠行贸易有限公司,批发/零售,https://www.liepin.com/company/13873731/,电商客服,广州-荔湾区,5-8k,[],无
墨芯人工智能科技(深圳)有限公司,电子/半导体/集成电路,https://www.liepin.com/company/12441841/,AI芯片架构开发工程师（北京） (MJ000226),北京-朝阳区,薪资面议,['博士'],应届
泽亨智能,机械/设备,https://www.liepin.com/company/8213889/,数字化工程师,广州-南沙区,10-20k,['本科'],应届
虹科电子,电子/半导体/集成电路,https://www.liepin.com/company/10100071/,物联网软件开发工程师（广州 上海 成都）,上海-闵行区,12-20k,['硕士'],应届
深圳市锐明技术股份有限公司,智能硬件,https://www.liepin.com/company/8835709/,测试开发工程师(J11974),深圳-南山区,10-25k,['本科'],应届
中国科学院遗传与发育生物学研究所,制药,https://www.liepin.com/company/13341427/,软件工程师-应届,北京-朝阳区,10-20k,['硕士'],应届
墨芯人工智能科技(深圳)有限公司,电子/半导体/集成电路,https://www.liepin.com/company/12441841/,大模型AI编译器工程师（深圳） (MJ000222),深圳-南山区,薪资面议,['硕士'],应届
墨芯人工智能科技(深圳)有限公司,电子/半导体/集成电路,https://www.liepin.com/company/12441841/,AI芯片架构开发工程师（深圳） (MJ000202),深圳-南山区,薪资面议,['硕士'],应届
墨芯人工智能科技(深圳)有限公司,电子/半导体/集成电路,https://www.liepin.com/company/12441841/,AI软件开发工程师（深圳） (MJ000211),深圳-南山区,薪资面议,['硕士'],应届
嘉兴新模文化传媒有限公司,培训服务,https://www.liepin.com/company/13844437/,人力资源专员/助理,徐州-云龙区,6-7k,[],无
墨芯人工智能科技(深圳)有限公司,电子/半导体/集成电路,https://www.liepin.com/company/12441841/,大模型加速算法工程师（深圳） (MJ000203),深圳-南山区,薪资面议,['硕士'],应届
墨芯人工智能科技(深圳)有限公司,电子/半导体/集成电路,https://www.liepin.com/company/12441841/,AI软件开发工程师（上海） (MJ000212),上海-徐汇区,薪资面议,['硕士'],应届
墨芯人工智能科技(深圳)有限公司,电子/半导体/集成电路,https://www.liepin.com/company/12441841/,AI芯片架构开发工程师（上海） (MJ000205),上海-徐汇区,薪资面议,['硕士'],应届
墨芯人工智能科技(深圳)有限公司,电子/半导体/集成电路,https://www.liepin.com/company/12441841/,大模型加速算法工程师（上海） (MJ000207),上海-徐汇区,薪资面议,['硕士'],应届
墨芯人工智能科技(深圳)有限公司,电子/半导体/集成电路,https://www.liepin.com/company/12441841/,算子开发工程师（深圳） (MJ000214),深圳-南山区,薪资面议,['学历不限'],应届
经纬恒润,电子/半导体/集成电路,https://www.liepin.com/company/973634/,测试开发工程师,北京-朝阳区,13-16k·16薪,['本科'],应届
江苏苏商银行,银行,https://www.liepin.com/company/9263140/,算法模型岗（25届校招）,南京-建邺区,1-2k,['硕士'],应届
字节跳动,互联网,https://www.liepin.com/company/7863078/,测试开发工程师-懂车帝,北京-海淀区,20-30k,['本科'],应届
灵明光子,电子/半导体/集成电路,https://www.liepin.com/company/10060091/,软件工程师,上海-浦东新区,10-22k·15薪,['本科'],应届
万得,科技金融,https://www.liepin.com/company/8055349/,图像识别算法工程师【Data scientist（Image recognition）】,上海-浦东新区,35-45k·14薪,['博士'],应届
万得,科技金融,https://www.liepin.com/company/8055349/,NLP算法工程师【Data Scientist（Natural Language Processing）】,上海-浦东新区,35-45k·14薪,['博士'],应届
广发证券,基金/证券/期货,https://www.liepin.com/company/1421537/,信息技术后端开发岗,广州,20-30k,['硕士'],应届
深圳市古鈅科技有限公司,计算机软件,https://www.liepin.com/company/13092957/,rpa初级开发工程师,深圳,5-8k,['大专'],应届
思安新能源,新能源,https://www.liepin.com/company/1682300/,算法研发工程师,西安-高新区,10-15k,['硕士'],应届
华为,电子/半导体/集成电路,https://www.liepin.com/company/8641982/,大数据开发工程师,上海-浦东新区,20-40k·14薪,['本科'],应届
华为,电子/半导体/集成电路,https://www.liepin.com/company/8641982/,软件开发工程师,上海-浦东新区,20-40k·14薪,['本科'],应届
华为,通信设备,https://www.liepin.com/company/954482/,大数据开发工程师,东莞,15-30k,['本科'],应届
华为,通信设备,https://www.liepin.com/company/954482/,海外学生华为云校招岗位,杭州,20-40k·16薪,['硕士'],应届
上海华泛信息服务有限公司,其他商务服务业,https://www.liepin.com/company/7913751/,低代码实施工程师,上海,6-8k·13薪,['学历不限'],应届
御芯微科技,电子/半导体/集成电路,https://www.liepin.com/company/9410809/,软件工程师,重庆,8-18k·13薪,['本科'],应届
御芯微科技,电子/半导体/集成电路,https://www.liepin.com/company/9410809/,编译器工程师,重庆,9-20k·13薪,['本科'],应届
华为,通信设备,https://www.liepin.com/company/954482/,软件开发工程师,杭州-滨江区,17-30k·14薪,['本科'],应届
上海品埃信息科技有限公司,游戏,https://www.liepin.com/company/12731543/,自动化测试实习生,上海-徐汇区,3-4k,['本科'],应届
码高教育,专业技术服务,https://www.liepin.com/company/12786027/,少儿编程老师/机器人老师,潍坊,3-8k,['大专'],应届
安信资管,基金/证券/期货,https://www.liepin.com/company/12302487/,金融交易系统测试岗IT（外派）,上海-虹口区,8-12k,['本科'],应届
北京和合众悦投资管理有限公司,基金/证券/期货,https://www.liepin.com/company/9961493/,开发工程师,北京-朝阳区,10-18k,['学历不限'],应届
长沙市源恒教育科技有限公司,培训服务,https://www.liepin.com/company/12002609/,C++讲师,长沙,4-8k,['本科'],应届
诺德基金,基金/证券/期货,https://www.liepin.com/company/4339881/,风控专员（2025校招）,上海-浦东新区,薪资面议,['硕士'],应届
沃镭智能,仪器仪表,https://www.liepin.com/company/8531836/,电气工程师,杭州-钱塘区,12-20k·13薪,['硕士'],应届
宁波容百新能源科技股份有限公司,金属制品,https://www.liepin.com/company/8976795/,AI研发岗,宁波-余姚,10-30k,['硕士'],应届
矽力杰半导体技术(杭州)有限公司,电子/半导体/集成电路,https://www.liepin.com/company/9569500/,算法工程师,杭州-滨江区,18-23k·14薪,['硕士'],应届
重庆中邮信科集团股份有限公司,运营商/增值服务,https://www.liepin.com/company/7960643/,AI应用研发工程师(J10175),重庆-渝北区,10-15k·13薪,['本科'],应届
上海数字产业发展有限公司,专业技术服务,https://www.liepin.com/company/21112255/,数据运营（实习可转正）,上海-浦东新区,9-20k,['本科'],应届
水滴公司,互联网,https://www.liepin.com/company/8939472/,校招-后端技术专家(A73383),北京-朝阳区,20-40k·16薪,['硕士'],应届
上海黑翼资产管理有限公司,专业技术服务,https://www.liepin.com/company/12514561/,机器学习研究员（上海）,上海-浦东新区,40-70k,['硕士'],应届
上海黑翼资产管理有限公司,专业技术服务,https://www.liepin.com/company/12514561/,机器学习研究员（北京）,北京-朝阳区,40-70k,['硕士'],应届
国轩高科,电气机械/器材,https://www.liepin.com/company/8980432/,大数据分析（25校招）(J12239),合肥-包河区,8-16k·13薪,['硕士'],应届
建信融通有限责任公司,科技金融,https://www.liepin.com/company/9210786/,Java,厦门-思明区,15-22k·15薪,['本科'],应届
北京汽车研究总院,整车制造,https://www.liepin.com/company/8104950/,测试开发工程师,北京-大兴区,15-25k·15薪,['硕士'],应届
嘉兴新模文化传媒有限公司,培训服务,https://www.liepin.com/company/13844437/,人力资源专员助理,韶关-浈江区,5-6k,[],无
北京汽车研究总院,整车制造,https://www.liepin.com/company/8104950/,测试开发工程师,北京-大兴区,15-25k,['硕士'],应届
重庆同辉会计师事务所(普通合伙),财务/审计/税务,https://www.liepin.com/company/13036971/,AI应用工程师/实习生（软件研发/审计方向）,重庆-渝北区,2-5k,['本科'],应届
合合信息,人工智能,https://www.liepin.com/company/7862267/,25届春招-机器人感知与控制算法工程师(J13290),上海-静安区,30-50k·16薪,['硕士'],应届
游卡网络,游戏,https://www.liepin.com/company/8667693/,算法,上海-闵行区,10-20k·14薪,['本科'],应届
瑞萨集成电路(上海)有限公司,电子/半导体/集成电路,https://www.liepin.com/company/12159461/,IC验证工程师（应届生岗位）,上海-徐汇区,13-18k·13薪,['本科'],应届
丰尚公司,机械/设备,https://www.liepin.com/company/9602121/,算法工程师,扬州-邗江区,10-15k·13薪,['硕士'],应届
浪潮通用软件有限公司,IT服务,https://www.liepin.com/company/8461928/,【校招】测试开发工程师,济南-高新区,10-14k·14薪,['硕士'],应届
嘉兴新模文化传媒有限公司,培训服务,https://www.liepin.com/company/13844437/,人事行政经理,宁波-鄞州区,5-6k,[],无
拼多多集团-PDD,互联网,https://www.liepin.com/company/8537928/,数据分析师（XZ0000439）,上海-长宁区,25-35k·16薪,['本科'],应届
中兴通讯,通信设备,https://www.liepin.com/company/540933/,全栈软件开发工程师,南京-雨花台区,16-24k,['本科'],应届
中国太平洋财产保险股份有限公司,保险,https://www.liepin.com/company/6539011/,昆明-新能源车管理岗 (MJ005187),昆明-五华区,5-8k,['本科'],应届
卓望数码技术(深圳)有限公司,计算机软件,https://www.liepin.com/company/9364815/,测试工程师-25届春招  (MJ000385),广州-天河区,10-20k·13薪,['本科'],应届
拼多多集团-PDD,互联网,https://www.liepin.com/company/13871569/,拼多多集团跨境搜推-数据分析师,上海-长宁区,25-55k,['本科'],应届
金星智控,仪器仪表,https://www.liepin.com/company/8154679/,软件项目工程师,合肥-高新区,8-12k·13薪,['本科'],应届
维信金科,担保/拍卖/典当,https://www.liepin.com/company/8718437/,管培生-策略分析方向,上海-虹口区,12-18k,['硕士'],应届
德邦证券,基金/证券/期货,https://www.liepin.com/company/8405529/,财富总部管培生,上海-杨浦区,15-40k,['硕士'],应届
合合信息,人工智能,https://www.liepin.com/company/7862267/,25届春招-多模态算法工程师（AI教育）(J13258),上海-静安区,30-40k·16薪,['硕士'],应届
合合信息,人工智能,https://www.liepin.com/company/7862267/,25届春招-强化学习算法工程师(J13282),上海-静安区,30-50k·16薪,['硕士'],应届
北京银联金卡科技有限公司,检测/认证,https://www.liepin.com/company/8430373/,功能测试工程师,北京-石景山区,8-15k·15薪,['本科'],应届
北京银联金卡科技有限公司,检测/认证,https://www.liepin.com/company/8430373/,软件安全测试岗,北京-石景山区,8-15k·15薪,['本科'],应届
北京银联金卡科技有限公司,检测/认证,https://www.liepin.com/company/8430373/,产品安全测试岗,北京-石景山区,8-15k·15薪,['本科'],应届
北京银联金卡科技有限公司,检测/认证,https://www.liepin.com/company/8430373/,芯片安全测试岗,北京-石景山区,8-15k·15薪,['本科'],应届
北京银联金卡科技有限公司,检测/认证,https://www.liepin.com/company/8430373/,大模型测试,北京-石景山区,8-15k·15薪,['本科'],应届
北京银联金卡科技有限公司,检测/认证,https://www.liepin.com/company/8430373/,大模型研发,北京-石景山区,8-15k·15薪,['本科'],应届
合合信息,人工智能,https://www.liepin.com/company/7862267/,25届春招-大数据开发工程师(J13245),上海-静安区,20-30k·16薪,['硕士'],应届
佳期投资,基金/证券/期货,https://www.liepin.com/company/9264228/,Quantitative Researcher,北京-海淀区,70-80k,['博士'],应届
佳期投资,基金/证券/期货,https://www.liepin.com/company/9264228/,Quantitative Researcher,上海-浦东新区,70-80k,['博士'],应届
合合信息,人工智能,https://www.liepin.com/company/7862267/,25届春招-云原生SRE工程师(J13272),上海-静安区,18-30k·16薪,['本科'],应届
合合信息,人工智能,https://www.liepin.com/company/7862267/,25届春招-多模态大模型算法研究员(J13271),广州-海珠区,30-40k·16薪,['硕士'],应届
佳期投资,基金/证券/期货,https://www.liepin.com/company/9264228/,数据科学研究员（2025年校招）,北京-海淀区,40-45k,['硕士'],应届
佳期投资,基金/证券/期货,https://www.liepin.com/company/9264228/,数据科学研究员（2025年校招）,上海-浦东新区,40-45k,['硕士'],应届
卓望数码技术(深圳)有限公司,计算机软件,https://www.liepin.com/company/9364815/,测试工程师-25届春招 (MJ000388),北京-丰台区,10-20k·13薪,['本科'],应届
怡和嘉业,医疗器械,https://www.liepin.com/company/890873/,AI工程师-25届,天津-武清区,15-25k·13薪,['硕士'],应届
卓望数码技术(深圳)有限公司,计算机软件,https://www.liepin.com/company/9364815/,大数据开发工程师-25届春招 (MJ000382),广州-天河区,15-25k·13薪,['本科'],应届
北京鹰瞳科技发展股份有限公司,人工智能,https://www.liepin.com/company/9093647/,研发管培生,北京,25-45k,['硕士'],应届
滴滴,生活服务O2O,https://www.liepin.com/company/8076624/,产品运营,北京-海淀区,15-22k·17薪,['本科'],应届
滴滴,生活服务O2O,https://www.liepin.com/company/8076624/,用户运营,北京-海淀区,15-22k·17薪,['本科'],应届
中兴微电子,电子/半导体/集成电路,https://www.liepin.com/company/8730292/,JW010-IC软件开发工程师（编译器/汽车电子/WIFI/智能驾驶/智能座舱/网关/路由器）,西安-高新区,15-30k,['硕士'],应届
中兴微电子,电子/半导体/集成电路,https://www.liepin.com/company/8730292/,JW010-IC软件开发工程师（编译器/汽车电子/WIFI/智能驾驶/智能座舱/网关/路由器）,南京-雨花台区,15-30k,['硕士'],应届
卓望数码技术(深圳)有限公司,计算机软件,https://www.liepin.com/company/9364815/,人工智能开发工程师-25届春招 (MJ000383),广州-天河区,15-25k·13薪,['本科'],应届
五矿期货,基金/证券/期货,https://www.liepin.com/company/8618115/,数据开发工程师(006068),深圳-南山区,12-20k,['硕士'],应届
上海茫讯商务咨询中心,专业技术服务,https://www.liepin.com/company/12822429/,高级产品经理,北京-东城区,45-75k·15薪,[],无
合合信息,人工智能,https://www.liepin.com/company/7862267/,25届校招-强化学习算法工程师(J13282),上海-静安区,30-50k·16薪,['硕士'],应届
合合信息,人工智能,https://www.liepin.com/company/7862267/,25届春招-智能图像算法研究员(J13281),上海-静安区,30-50k·16薪,['硕士'],应届
国能日新科技股份有限公司,新能源,https://www.liepin.com/company/9714093/,C++开发工程师(J10256),北京-海淀区,10-15k,['本科'],应届
精锋医疗,医疗器械,https://www.liepin.com/company/9241783/,测试工程师（校招）,深圳-龙岗区,10-20k,['硕士'],应届
精锋医疗,医疗器械,https://www.liepin.com/company/9241783/,测试工程师,深圳-龙岗区,10-20k,['硕士'],应届
云汉时代数字科技有限公司,人工智能,https://www.liepin.com/company/13594063/,人工智能算法岗,上海-浦东新区,15-25k,['本科'],应届
精锋医疗,医疗器械,https://www.liepin.com/company/9241783/,测试工程师/25届校招,深圳-龙岗区,12-24k·13薪,['硕士'],应届
中科院自动化研究所,人工智能,https://www.liepin.com/company/8809978/,多模态预训练算法工程师(J10489),北京-海淀区,13-29k,['硕士'],应届
紫光同创,电子/半导体/集成电路,https://www.liepin.com/company/8103020/,数字电路设计工程师（2025届校园招聘）,深圳-南山区,20-30k,['硕士'],应届
容诚会计师事务所(特殊普通合伙)厦门分所,财务/审计/税务,https://www.liepin.com/company/12246709/,IT审计专员,厦门-湖里区,6-8k·13薪,['本科'],应届
阿维塔,新能源,https://www.liepin.com/company/9641888/,25届校招-平台架构开发工程师(A47292),重庆-江北区,薪资面议,['本科'],应届
佳都科技集团股份有限公司,计算机软件,https://www.liepin.com/company/2115085/,智能体算法工程师（2025届）,广州,20-28k,['硕士'],应届
敦泰科技,电子/半导体/集成电路,https://www.liepin.com/company/8249987/,2025届应届生——系统工程师,合肥-高新区,11-20k·13薪,['硕士'],应届
中国联通广东省分公司,运营商/增值服务,https://www.liepin.com/company/2034027/,大数据建模工程师,广州,13-25k,['博士'],应届
长鑫存储技术有限公司,电子/半导体/集成电路,https://www.liepin.com/company/8968456/,半导体数据科学(J15863),合肥,薪资面议,['硕士'],应届
长鑫存储技术有限公司,电子/半导体/集成电路,https://www.liepin.com/company/8968456/,研发数据科学(J15858),合肥,薪资面议,['硕士'],应届
长鑫存储技术有限公司,电子/半导体/集成电路,https://www.liepin.com/company/8968456/,半导体研发智能(J15856),合肥,薪资面议,['博士'],应届
硅谷数模,电子/半导体/集成电路,https://www.liepin.com/company/21102395/,应届-算法工程师-上海-00207,上海-浦东新区,薪资面议,['硕士'],应届
南京尚儒商贸有限公司,食品/饮料/酒水,https://www.liepin.com/company/13877817/,办公室内勤,南京-六合区,6-7k,[],无
硕磐智能,计算机软件,https://www.liepin.com/company/12522933/,前端开发工程师,杭州,15-30k,['硕士'],应届
迪安诊断,医疗器械,https://www.liepin.com/company/8115449/,25届-IT管培生（AI方向） (MJ004503),杭州-西湖区,9-16k,['硕士'],应届
中远海运(广州)有限公司,其他行业,https://www.liepin.com/company/12370775/,研发工程师（应届）,深圳-南山区,10-25k,['硕士'],应届
北京微云众网络科技有限公司,互联网,https://www.liepin.com/company/13524863/,Data Science/ 数据科学,杭州-上城区,20-30k,['博士'],应届
北京微云众网络科技有限公司,互联网,https://www.liepin.com/company/13524863/,Data Science/ 数据科学,北京-西城区,20-30k,['博士'],应届
北京微云众网络科技有限公司,互联网,https://www.liepin.com/company/13524863/,Data Science/ 数据科学,上海-浦东新区,20-30k,['博士'],应届
北京微云众网络科技有限公司,互联网,https://www.liepin.com/company/13524863/,数据BP,北京-西城区,20-28k,['本科'],应届
北京微云众网络科技有限公司,互联网,https://www.liepin.com/company/13524863/,数据BP,上海-浦东新区,20-28k,['本科'],应届
北京大学,培训服务,https://www.liepin.com/company/9294045/,博士后-软件开发方向,北京-海淀区,15-25k,['博士'],应届
北京大学,培训服务,https://www.liepin.com/company/9294045/,博士后-数字生命方向,北京-海淀区,15-25k,['博士'],应届
瑞萨集成电路(上海)有限公司,电子/半导体/集成电路,https://www.liepin.com/company/12159461/,半导体测试工程师 -应届生岗位,天津-滨海新区,薪资面议,['本科'],应届
深圳华大基因股份有限公司-,制药,https://www.liepin.com/company/9997171/,信息分析工程师（生信开发）(J26248),深圳-盐田区,12-20k,['硕士'],应届
萃绩科技(上海)有限公司,专业技术服务,https://www.liepin.com/company/13754629/,测试工程师（应届）,上海-长宁区,8-15k·14薪,['本科'],应届
中科特思信息技术(北京)有限公司,智能硬件,https://www.liepin.com/company/21157181/,C++开发,北京-海淀区,4-9k·13薪,['本科'],应届
长鑫存储技术有限公司,电子/半导体/集成电路,https://www.liepin.com/company/8968456/,工业工程(J15876),合肥,薪资面议,['本科'],应届
长鑫存储技术有限公司,电子/半导体/集成电路,https://www.liepin.com/company/8968456/,IT应用工程(J15883),合肥,薪资面议,['本科'],应届
长鑫存储技术有限公司,电子/半导体/集成电路,https://www.liepin.com/company/8968456/,IT应用工程(J15883),上海,薪资面议,['本科'],应届
长鑫存储技术有限公司,电子/半导体/集成电路,https://www.liepin.com/company/8968456/,软件工程(J15880),上海,薪资面议,['本科'],应届
长鑫存储技术有限公司,电子/半导体/集成电路,https://www.liepin.com/company/8968456/,软件工程(J15880),合肥,薪资面议,['本科'],应届
丽珠医药集团股份有限公司,制药,https://www.liepin.com/company/8671198/,统计程序员(A130719),珠海-金湾区,9-12k·14薪,['硕士'],应届
金山云网络,互联网,https://www.liepin.com/company/3526408/,金山云-管培生 (MJ008655),北京-海淀区,19-21k·16薪,['本科'],应届
长鑫存储技术有限公司,电子/半导体/集成电路,https://www.liepin.com/company/8968456/,研发质量改善与检测量测(BJ)(J15795),北京,薪资面议,['硕士'],应届
马上消费,科技金融,https://www.liepin.com/company/8437464/,校招-产品经理,成都-高新区,12-22k·14薪,['硕士'],应届
